Date,Time,H2O,OilTemp,H2,Status
10/15/2023,5:58:48,5,45.8,7520,1
10/15/2023,5:59:48,5,45.7,7520,1
10/15/2023,6:00:48,5,45.6,7520,1
10/15/2023,6:01:48,5,45.5,7520,1
10/15/2023,6:02:48,5,45.3,7520,1
10/15/2023,6:03:48,5,45.2,7520,1
10/15/2023,6:04:48,5,45.1,7520,1
10/15/2023,6:05:48,5,45,7520,1
10/15/2023,6:06:48,5,44.9,7520,1
10/15/2023,6:07:48,5,44.8,7520,1
10/15/2023,6:08:48,5,44.8,7520,1
10/15/2023,6:09:48,4,44.7,7520,1
10/15/2023,6:10:48,5,44.7,7520,1
10/15/2023,6:11:48,5,44.6,7520,1
10/15/2023,6:12:48,5,44.5,7520,1
10/15/2023,6:13:48,5,44.5,7520,1
10/15/2023,6:14:48,5,44.4,7520,1
10/15/2023,6:15:48,5,44.4,7520,1
10/15/2023,6:16:48,5,44.3,7520,1
10/15/2023,6:17:48,4,44.3,7520,1
10/15/2023,6:18:48,4,44.2,7520,1
10/15/2023,6:19:48,4,44.2,7520,1
10/15/2023,6:20:48,4,44.1,7520,1
10/15/2023,6:21:48,4,44.1,7520,1
10/15/2023,6:22:48,4,44.1,7520,1
10/15/2023,6:23:48,4,44.1,7520,1
10/15/2023,6:24:48,4,44.1,7520,1
10/15/2023,6:25:48,4,44.1,7520,1
10/15/2023,6:26:48,4,44.1,7520,1
10/15/2023,6:27:48,4,44,7520,1
10/15/2023,6:28:48,4,44,7520,1
10/15/2023,6:29:48,4,44,7520,1
10/15/2023,6:30:48,4,44,7520,1
10/15/2023,6:31:48,4,43.9,7520,1
10/15/2023,6:32:48,4,43.9,7520,1
10/15/2023,6:33:48,4,43.9,7520,1
10/15/2023,6:34:48,4,43.9,7520,1
10/15/2023,6:35:48,4,43.8,7520,1
10/15/2023,6:36:48,4,43.8,7520,1
10/15/2023,6:37:48,4,43.7,7520,1
10/15/2023,6:38:48,4,43.7,7520,1
10/15/2023,6:39:48,4,43.6,7520,1
10/15/2023,6:40:48,4,43.6,7520,1
10/15/2023,6:41:48,4,43.6,7520,1
10/15/2023,6:42:48,4,43.5,7520,1
10/15/2023,6:43:48,4,43.4,7520,1
10/15/2023,6:44:48,4,43.4,7520,1
10/15/2023,6:45:48,4,43.4,7520,1
10/15/2023,6:46:48,4,43.3,7520,1
10/15/2023,6:47:48,4,43.2,7520,1
10/15/2023,6:48:48,4,43.2,7520,1
10/15/2023,6:49:48,4,43.2,7520,1
10/15/2023,6:50:48,4,43.1,7520,1
10/15/2023,6:51:48,4,43.1,7520,1
10/15/2023,6:52:48,4,43,7520,1
10/15/2023,6:53:48,4,43,7520,1
10/15/2023,6:54:48,4,43,7520,1
10/15/2023,6:55:48,4,42.9,7520,1
10/15/2023,6:56:48,4,42.8,7520,1
10/15/2023,6:57:48,4,42.8,7520,1
10/15/2023,6:58:48,4,42.8,7520,1
10/15/2023,6:59:48,4,42.8,7520,1
10/15/2023,7:00:48,4,42.8,7520,1
10/15/2023,7:01:48,4,42.7,7535,1
10/15/2023,7:02:48,4,42.7,7550,1
10/15/2023,7:03:48,4,42.7,7547,1
10/15/2023,7:04:48,4,42.7,7547,1
10/15/2023,7:05:48,4,42.6,7545,1
10/15/2023,7:06:48,4,42.6,7547,1
10/15/2023,7:07:48,4,42.5,7549,1
10/15/2023,7:08:48,4,42.5,7545,1
10/15/2023,7:09:48,4,42.5,7548,1
10/15/2023,7:10:48,4,42.5,7546,1
10/15/2023,7:11:48,4,42.5,7552,1
10/15/2023,7:12:48,4,42.4,7549,1
10/15/2023,7:13:48,4,42.4,7552,1
10/15/2023,7:14:48,4,42.4,7550,1
10/15/2023,7:15:48,4,42.3,7549,1
10/15/2023,7:16:48,4,42.3,7551,1
10/15/2023,7:17:48,4,42.3,7550,1
10/15/2023,7:18:48,4,42.3,7551,1
10/15/2023,7:19:48,4,42.3,7549,1
10/15/2023,7:20:48,4,42.3,7549,1
10/15/2023,7:21:48,4,42.2,7554,1
10/15/2023,7:22:48,4,42.2,7553,1
10/15/2023,7:23:48,4,42.2,7553,1
10/15/2023,7:24:48,4,42.2,7553,1
10/15/2023,7:25:48,4,42.1,7553,1
10/15/2023,7:26:48,4,42.1,7551,1
10/15/2023,7:27:48,4,42.1,7551,1
10/15/2023,7:28:48,4,42.1,7552,1
10/15/2023,7:29:48,4,42,7554,1
10/15/2023,7:30:48,4,42,7555,1
10/15/2023,7:31:48,4,42,7554,1
10/15/2023,7:32:48,4,41.9,7554,1
10/15/2023,7:33:47,4,41.9,7555,1
10/15/2023,7:34:47,4,41.9,7558,1
10/15/2023,7:35:47,4,41.9,7558,1
10/15/2023,7:36:47,4,41.9,7563,1
10/15/2023,7:37:47,4,41.9,7560,1
10/15/2023,7:38:47,4,41.8,7557,1
10/15/2023,7:39:47,4,41.8,7555,1
10/15/2023,7:40:47,4,41.8,7556,1
10/15/2023,7:41:47,4,41.8,7555,1
10/15/2023,7:42:47,4,41.8,7554,1
10/15/2023,7:43:47,4,41.7,7555,1
10/15/2023,7:44:47,4,41.7,7555,1
10/15/2023,7:45:47,4,41.7,7555,1
10/15/2023,7:46:47,4,41.6,7555,1
10/15/2023,7:47:47,4,41.6,7555,1
10/15/2023,7:48:47,4,41.6,7555,1
10/15/2023,7:49:47,4,41.6,7555,1
10/15/2023,7:50:47,4,41.6,7555,1
10/15/2023,7:51:47,4,41.6,7555,1
10/15/2023,7:52:47,4,41.6,7555,1
10/15/2023,7:53:47,4,41.6,7555,1
10/15/2023,7:54:47,4,41.6,7555,1
10/15/2023,7:55:47,4,41.5,7555,1
10/15/2023,7:56:47,4,41.5,7558,1
10/15/2023,7:57:47,4,41.4,7559,1
10/15/2023,7:58:47,4,41.4,7560,1
10/15/2023,7:59:47,4,41.4,7561,1
10/15/2023,8:00:47,4,41.4,7562,1
10/15/2023,8:01:47,4,41.4,7560,1
10/15/2023,8:02:47,4,41.3,7561,1
10/15/2023,8:03:47,4,41.3,7560,1
10/15/2023,8:04:47,4,41.3,7560,1
10/15/2023,8:05:47,4,41.3,7562,1
10/15/2023,8:06:47,4,41.2,7560,1
10/15/2023,8:07:47,4,41.2,7564,1
10/15/2023,8:08:47,4,41.2,7560,1
10/15/2023,8:09:47,4,41.1,7564,1
10/15/2023,8:10:47,4,41.1,7559,1
10/15/2023,8:11:47,4,41.1,7563,1
10/15/2023,8:12:47,4,41,7563,1
10/15/2023,8:13:47,4,41,7563,1
10/15/2023,8:14:47,4,41,7563,1
10/15/2023,8:15:47,4,41,7560,1
10/15/2023,8:16:47,4,40.9,7561,1
10/15/2023,8:17:47,4,40.9,7559,1
10/15/2023,8:18:47,4,40.9,7560,1
10/15/2023,8:19:47,4,40.8,7560,1
10/15/2023,8:20:47,4,40.8,7561,1
10/15/2023,8:21:47,4,40.7,7564,1
10/15/2023,8:22:47,4,40.7,7563,1
10/15/2023,8:23:47,4,40.6,7561,1
10/15/2023,8:24:47,4,40.6,7561,1
10/15/2023,8:25:47,4,40.5,7563,1
10/15/2023,8:26:47,4,40.5,7565,1
10/15/2023,8:27:47,4,40.5,7566,1
10/15/2023,8:28:47,4,40.5,7569,1
10/15/2023,8:29:47,4,40.5,7569,1
10/15/2023,8:30:47,4,40.5,7564,1
10/15/2023,8:31:47,4,40.4,7564,1
10/15/2023,8:32:47,4,40.4,7564,1
10/15/2023,8:33:47,4,40.3,7566,1
10/15/2023,8:34:47,4,40.3,7565,1
10/15/2023,8:35:47,4,40.3,7566,1
10/15/2023,8:36:47,4,40.3,7566,1
10/15/2023,8:37:47,4,40.3,7565,1
10/15/2023,8:38:47,4,40.2,7563,1
10/15/2023,8:39:47,4,40.2,7565,1
10/15/2023,8:40:47,4,40.1,7565,1
10/15/2023,8:41:47,4,40.1,7566,1
10/15/2023,8:42:47,4,40.1,7568,1
10/15/2023,8:43:47,4,40.1,7568,1
10/15/2023,8:44:47,4,40.1,7568,1
10/15/2023,8:45:47,4,40.1,7569,1
10/15/2023,8:46:47,4,40.1,7569,1
10/15/2023,8:47:47,4,40,7569,1
10/15/2023,8:48:47,4,40,7569,1
10/15/2023,8:49:47,4,40,7569,1
10/15/2023,8:50:47,4,40,7569,1
10/15/2023,8:51:47,4,39.9,7569,1
10/15/2023,8:52:47,4,39.9,7569,1
10/15/2023,8:53:47,4,39.9,7569,1
10/15/2023,8:54:47,4,39.8,7569,1
10/15/2023,8:55:47,4,39.8,7569,1
10/15/2023,8:56:47,4,39.8,7569,1
10/15/2023,8:57:47,4,39.8,7569,1
10/15/2023,8:58:47,4,39.8,7569,1
10/15/2023,8:59:47,4,39.8,7569,1
10/15/2023,9:00:47,4,39.8,7569,1
10/15/2023,9:01:47,4,39.8,7569,1
10/15/2023,9:02:47,4,39.7,7569,1
10/15/2023,9:03:47,4,39.7,7569,1
10/15/2023,9:04:47,4,39.6,7569,1
10/15/2023,9:05:47,4,39.6,7569,1
10/15/2023,9:06:47,4,39.6,7569,1
10/15/2023,9:07:47,4,39.6,7569,1
10/15/2023,9:08:47,4,39.5,7569,1
10/15/2023,9:09:47,4,39.5,7569,1
10/15/2023,9:10:47,4,39.4,7569,1
10/15/2023,9:11:47,4,39.4,7569,1
10/15/2023,9:12:47,4,39.4,7569,1
10/15/2023,9:13:47,4,39.4,7569,1
10/15/2023,9:14:47,4,39.3,7569,1
10/15/2023,9:15:47,4,39.3,7569,1
10/15/2023,9:16:47,4,39.2,7569,1
10/15/2023,9:17:47,4,39.2,7569,1
10/15/2023,9:18:47,4,39.2,7569,1
10/15/2023,9:19:46,4,39.1,7569,1
10/15/2023,9:20:46,4,39.1,7569,1
10/15/2023,9:21:46,4,39.1,7569,1
10/15/2023,9:22:46,4,39,7569,1
10/15/2023,9:23:46,4,39,7569,1
10/15/2023,9:24:46,4,38.9,7569,1
10/15/2023,9:25:46,4,38.9,7569,1
10/15/2023,9:26:46,4,38.9,7569,1
10/15/2023,9:27:46,4,38.8,7569,1
10/15/2023,9:28:46,4,38.8,7569,1
10/15/2023,9:29:46,4,38.7,7569,1
10/15/2023,9:30:46,4,38.7,7569,1
10/15/2023,9:31:46,4,38.7,7569,1
10/15/2023,9:32:46,4,38.6,7569,1
10/15/2023,9:33:46,4,38.6,7569,1
10/15/2023,9:34:46,4,38.5,7569,1
10/15/2023,9:35:46,4,38.5,7569,1
10/15/2023,9:36:46,4,38.5,7569,1
10/15/2023,9:37:46,4,38.4,7569,1
10/15/2023,9:38:46,4,38.4,7569,1
10/15/2023,9:39:46,4,38.3,7569,1
10/15/2023,9:40:46,4,38.3,7569,1
10/15/2023,9:41:46,4,38.2,7569,1
10/15/2023,9:42:46,4,38.2,7569,1
10/15/2023,9:43:46,4,38.2,7569,1
10/15/2023,9:44:46,4,38.2,7569,1
10/15/2023,9:45:46,4,38.1,7569,1
10/15/2023,9:46:46,4,38.1,7569,1
10/15/2023,9:47:46,4,38,7569,1
10/15/2023,9:48:46,4,38,7569,1
10/15/2023,9:49:46,4,38,7569,1
10/15/2023,9:50:46,4,37.9,7569,1
10/15/2023,9:51:46,4,37.9,7569,1
10/15/2023,9:52:46,4,37.8,7569,1
10/15/2023,9:53:46,4,37.8,7569,1
10/15/2023,9:54:46,4,37.7,7569,1
10/15/2023,9:55:46,4,37.7,7569,1
10/15/2023,9:56:46,4,37.6,7569,1
10/15/2023,9:57:46,4,37.6,7569,1
10/15/2023,9:58:46,4,37.6,7569,1
10/15/2023,9:59:46,4,37.6,7569,1
10/15/2023,10:00:46,4,37.5,7569,1
10/15/2023,10:01:46,4,37.5,7569,1
10/15/2023,10:02:46,4,37.5,7569,1
10/15/2023,10:03:46,4,37.5,7569,1
10/15/2023,10:04:46,4,37.5,7569,1
10/15/2023,10:05:46,4,37.4,7569,1
10/15/2023,10:06:46,4,37.4,7569,1
10/15/2023,10:07:46,4,37.3,7569,1
10/15/2023,10:08:46,4,37.3,7569,1
10/15/2023,10:09:46,4,37.3,7569,1
10/15/2023,10:10:46,4,37.3,7569,1
10/15/2023,10:11:46,4,37.2,7569,1
10/15/2023,10:12:46,4,37.2,7569,1
10/15/2023,10:13:46,4,37.1,7569,1
10/15/2023,10:14:46,4,37.1,7569,1
10/15/2023,10:15:46,4,37.1,7569,1
10/15/2023,10:16:46,4,37.1,7569,1
10/15/2023,10:17:46,4,37,7569,1
10/15/2023,10:18:46,4,37,7569,1
10/15/2023,10:19:46,4,36.9,7569,1
10/15/2023,10:20:46,4,36.9,7569,1
10/15/2023,10:21:46,4,36.9,7569,1
10/15/2023,10:22:46,4,36.9,7569,1
10/15/2023,10:23:46,4,36.9,7569,1
10/15/2023,10:24:46,4,36.8,7569,1
10/15/2023,10:25:46,4,36.8,7569,1
10/15/2023,10:26:46,4,36.7,7569,1
10/15/2023,10:27:46,4,36.7,7569,1
10/15/2023,10:28:46,4,36.7,7569,1
10/15/2023,10:29:46,4,36.7,7569,1
10/15/2023,10:30:46,4,36.7,7569,1
10/15/2023,10:31:46,4,36.6,7569,1
10/15/2023,10:32:46,4,36.6,7569,1
10/15/2023,10:33:46,4,36.6,7569,1
10/15/2023,10:34:46,4,36.6,7569,1
10/15/2023,10:35:46,4,36.6,7569,1
10/15/2023,10:36:46,4,36.5,7569,1
10/15/2023,10:37:46,4,36.5,7569,1
10/15/2023,10:38:46,4,36.5,7569,1
10/15/2023,10:39:46,4,36.4,7569,1
10/15/2023,10:40:46,4,36.4,7569,1
10/15/2023,10:41:46,4,36.4,7569,1
10/15/2023,10:42:46,4,36.4,7569,1
10/15/2023,10:43:46,4,36.3,7569,1
10/15/2023,10:44:46,4,36.3,7569,1
10/15/2023,10:45:46,4,36.3,7569,1
10/15/2023,10:46:46,4,36.2,7569,1
10/15/2023,10:47:46,4,36.2,7569,1
10/15/2023,10:48:46,4,36.2,7569,1
10/15/2023,10:49:46,4,36.2,7569,1
10/15/2023,10:50:46,4,36.2,7569,1
10/15/2023,10:51:46,4,36.2,7569,1
10/15/2023,10:52:46,4,36.1,7569,1
10/15/2023,10:53:46,4,36.1,7569,1
10/15/2023,10:54:46,4,36.1,7569,1
10/15/2023,10:55:46,4,36,7569,1
10/15/2023,10:56:46,4,36,7569,1
10/15/2023,10:57:46,4,36,7569,1
10/15/2023,10:58:46,4,36,7569,1
10/15/2023,10:59:46,4,36,7569,1
10/15/2023,11:00:46,4,36,7569,1
10/15/2023,11:01:46,4,36,7584,1
10/15/2023,11:02:46,4,36,7596,1
10/15/2023,11:03:46,4,36,7596,1
10/15/2023,11:04:46,4,35.9,7594,1
10/15/2023,11:05:46,4,35.9,7599,1
